2	18	2	4	4	5	1	12	6	0	178	2	0	2	2	1	5	17	2	10	3	0	3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	4	0	8	8	7	2	4	0	0	14	0	0	2	0	0	5	2	1	0	1	0	4	1	0	1	1	0	6	0	3	1	0	0	0	0	3	0	0	0	0	0	4	4	0	0	4	0	1	4	0	0	4	0	2	9	0	4	0	1	3	0	2	0	0	0	2	1	0	0	1	0	3	0	1	0	1	1	2	1	0	1	2	0	0	0	7	0	0	3	1	0	0	3	2	0	4	0	0	0	1	1	0	1	0	0	0	0	6	0	1	0	0	1	1	0	5	1	2	1	0	5	0	1	3	1	2	0	0	0	0	1	1	0	7	0	0	0	0	0	1	0	0	3	1	3	0	1	0	4	0	0	0	1	3	0	0	0	0	0	0	0	3	0	
0	1	0	1	3	2	1	2	0	0	1	303	0	0	0	2	2	1	0	0	13	4	9	1	0	0	0	1	1	0	0	0	1	0	1	0	1	2	0	0	0	1	3	1	0	2	1	1	4	5	4	6	5	3	0	2	1	0	1	0	0	0	1	0	0	0	3	0	0	0	0	7	0	0	0	0	1	1	1	3	1	0	0	0	4	0	0	0	1	0	1	12	0	0	0	1	1	1	0	0	0	1	3	0	0	0	0	2	4	1	0	0	0	0	10	2	0	0	1	0	0	1	1	0	1	0	0	2	0	1	0	0	1	0	0	0	2	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	2	0	0	3	1	0	0	0	3	1	1	0	2	0	0	2	3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	0	
0	2	0	2	0	6	1	0	0	0	0	3	231	2	1	1	1	2	0	2	0	0	0	0	3	5	5	0	4	3	4	1	4	1	4	5	0	0	0	0	0	0	1	1	0	0	1	1	3	2	0	2	0	9	5	6	13	9	20	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	1	2	0	2	5	0	0	3	0	1	9	0	1	0	0	1	0	0	0	1	0	4	0	0	4	0	0	3	1	0	0	0	0	2	0	0	0	13	7	2	0	0	0	0	2	0	0	1	4	0	3	3	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	4	0	0	0	3	1	1	1	1	3	5	0	1	0	0	0	0	3	0	1	3	0	0	0	2	0	0	0	2	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	3	
6	0	1	0	1	0	0	0	0	1	2	0	0	352	2	0	0	2	0	0	0	0	1	23	0	0	0	0	0	0	0	4	0	0	0	0	2	0	1	0	1	1	0	0	0	1	2	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	3	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	1	2	0	1	2	0	1	1	1	0	0	2	3	0	0	0	0	0	2	2	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	5	0	1	0	4	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	4	3	0	1	0	0	4	1	0	1	0	2	4	1	2	0	0	1	0	3	0	0	0	2	0	1	0	
0	1	1	3	1	2	0	1	0	1	1	0	2	3	338	0	1	9	0	2	0	0	0	4	0	1	0	0	0	0	1	0	0	0	1	3	0	0	1	0	0	0	1	0	0	0	15	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	6	0	1	0	0	0	0	4	0	0	0	0	0	2	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	2	0	0	0	1	1	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	4	1	10	5	6	0	1	0	0	3	4	2	0	0	1	22	0	0	1	
0	2	8	12	1	6	4	6	1	2	5	3	2	3	11	147	11	6	0	0	6	1	3	3	0	2	2	0	0	0	1	0	0	0	1	2	9	8	6	10	0	4	4	9	2	7	6	1	1	3	2	4	1	3	2	4	5	0	3	0	0	0	0	0	1	0	1	2	1	1	1	1	0	2	0	1	1	1	1	3	2	0	0	0	2	0	0	0	2	1	0	5	0	0	0	1	1	0	0	0	0	1	5	0	1	0	0	0	0	1	0	0	0	0	2	0	0	14	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	1	1	0	1	0	1	5	0	0	0	0	3	2	1	1	0	1	1	0	0	0	0	5	2	0	1	0	0	0	0	1	2	1	0	0	0	3	1	1	1	0	3	1	5	1	4	6	13	1	3	3	3	3	0	3	0	0	0	1	0	0	7	
6	9	12	7	7	10	0	5	0	3	12	7	2	1	3	14	125	13	0	1	9	1	1	1	0	3	0	0	1	0	3	2	0	1	3	0	4	4	3	6	3	7	2	6	0	10	21	3	0	0	0	2	4	0	2	3	2	4	5	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	4	5	1	1	1	1	0	6	0	0	1	0	1	7	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	2	0	0	0	0	0	3	0	0	1	4	0	0	0	2	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	2	0	0	5	0	0	0	1	5	2	0	7	0	3	0	0	3	1	0	3	0	3	2	0	0	0	0	1	2	3	0	0	0	1	1	0	1	0	2	1	0	1	2	2	14	0	2	6	0	0	0	0	0	1	0	0	0	0	12	
3	17	3	1	1	1	1	4	0	4	2	1	0	3	2	2	2	313	1	7	0	0	0	0	1	1	3	0	1	0	0	1	0	1	0	0	0	0	5	0	0	0	0	0	3	5	18	1	2	0	0	1	1	1	0	0	3	0	7	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	2	2	0	1	1	0	1	2	2	1	3	0	2	2	3	1	2	7	0	1	1	5	0	0	1	
1	3	2	3	0	5	0	5	1	0	1	1	1	1	1	0	1	3	179	10	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	1	0	1	1	1	0	1	0	0	0	3	2	0	0	0	4	0	1	2	0	1	1	5	0	1	2	0	0	0	0	1	1	2	0	5	0	0	1	0	2	7	2	1	0	0	1	2	4	0	0	4	3	1	1	0	2	2	0	0	0	0	4	2	0	3	3	0	0	4	3	0	4	0	1	2	4	1	2	0	0	10	0	2	2	0	0	0	0	1	1	0	1	1	5	1	1	0	0	0	0	0	13	0	0	0	2	3	6	0	0	0	0	0	1	0	1	0	2	1	2	2	1	0	0	0	1	4	0	3	0	0	7	1	8	14	3	10	3	6	8	4	7	1	2	2	0	3	12	1	6	0	2	0	2	0	0	0	
0	15	3	3	1	2	0	2	0	4	9	0	0	0	3	0	0	9	3	249	3	0	0	2	1	0	0	0	2	0	0	1	0	0	0	1	0	1	0	3	3	1	1	1	0	1	9	0	0	2	0	3	2	3	0	0	0	2	3	0	3	2	1	0	1	0	1	0	1	0	0	2	1	0	0	1	0	0	0	0	0	1	5	0	0	0	0	0	0	1	1	4	0	9	0	5	0	0	2	2	0	0	3	1	1	1	0	2	3	0	0	5	0	0	2	0	0	0	15	3	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	2	1	1	0	7	1	2	0	0	5	0	0	0	0	2	4	1	1	0	1	3	4	2	1	0	0	4	0	0	2	0	1	0	1	0	0	1	0	0	0	0	1	0	3	1	0	1	0	10	0	0	1	
0	2	1	0	1	1	0	0	0	0	1	24	0	0	0	1	3	1	1	1	292	1	8	1	0	0	0	0	1	0	1	0	1	0	1	2	2	1	0	3	3	0	2	5	0	0	1	0	2	10	2	4	14	3	2	1	2	3	2	0	0	0	0	0	0	0	5	0	1	0	0	2	0	0	0	0	4	1	0	2	0	0	0	0	1	1	0	0	1	0	0	11	0	0	0	11	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	5	0	1	0	3	0	0	0	3	0	0	0	0	0	0	3	0	0	2	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	2	1	0	2	0	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	2	2	1	
0	0	0	0	0	0	0	0	0	0	0	22	0	1	1	1	2	0	1	0	5	340	6	1	0	0	0	0	1	0	0	0	0	0	1	4	1	0	0	0	0	0	2	1	0	1	0	0	1	2	0	3	0	2	0	3	3	2	0	0	6	2	0	3	0	1	1	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	2	1	4	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	1	1	0	0	2	1	0	0	0	1	1	0	1	0	0	0	0	2	1	1	0	0	0	2	0	2	0	0	4	1	0	0	0	0	0	1	2	1	1	0	0	0	1	2	0	1	0	5	0	0	0	2	0	0	1	0	0	0	0	1	0	2	0	0	1	0	1	1	0	5	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	2	1	
0	0	1	0	0	1	1	1	0	0	0	76	0	0	0	0	0	0	0	0	18	6	255	4	0	0	2	2	0	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	8	3	1	0	1	2	1	2	0	0	0	0	1	1	0	2	0	0	1	1	3	2	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	2	1	1	15	0	0	0	2	2	0	0	0	0	2	1	0	0	1	0	1	5	0	0	0	0	1	2	2	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	4	1	4	1	0	0	0	0	0	0	0	8	0	1	0	0	0	3	0	1	4	3	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	2	0	0	4	0	
1	0	0	0	1	0	1	0	0	0	0	2	0	13	3	0	0	0	0	1	0	2	2	387	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	3	5	1	1	1	0	0	1	0	4	1	2	4	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	16	0	0	0	6	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	4	1	0	0	
1	0	0	1	1	3	0	1	0	1	0	4	0	2	1	0	0	1	4	0	0	0	1	0	139	9	28	20	16	3	1	11	2	8	1	1	3	0	2	0	1	1	2	1	1	0	0	6	7	7	0	3	3	9	1	5	5	2	5	0	3	0	4	1	0	4	1	0	2	0	0	0	1	0	1	2	0	9	0	0	0	0	1	4	1	1	0	0	0	0	4	4	0	0	0	0	0	0	1	1	1	0	1	0	0	2	1	1	0	3	0	0	1	2	3	1	0	1	3	3	3	0	0	6	0	3	0	1	0	1	0	5	1	0	2	0	11	3	0	1	2	1	3	2	8	0	0	2	4	0	8	0	0	0	0	0	3	1	1	1	2	3	0	1	1	0	1	0	1	2	0	2	1	0	1	0	2	1	1	1	6	1	0	3	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	
0	0	0	1	0	4	1	0	0	1	1	0	2	0	1	1	0	2	0	1	2	0	0	1	2	233	19	7	15	4	3	10	1	1	13	4	0	1	5	0	0	0	0	0	0	0	2	3	2	5	2	2	5	13	5	4	6	0	3	1	2	5	3	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	2	3	5	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	1	1	0	0	0	1	0	3	0	0	1	1	2	1	0	0	4	0	3	1	0	1	0	0	2	0	0	1	0	2	0	3	0	1	0	0	1	3	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	2	7	1	0	1	0	1	1	1	4	0	2	2	0	1	0	1	1	1	1	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	
2	1	0	0	0	1	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	1	0	1	10	8	240	22	10	5	0	10	0	4	13	1	1	0	1	0	0	1	0	0	0	1	3	8	6	6	0	5	0	16	1	1	11	3	3	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	2	0	2	0	0	1	1	1	0	0	0	0	2	0	4	0	0	0	0	1	0	1	0	0	0	1	0	0	3	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	1	0	2	1	1	5	1	0	1	1	1	0	1	3	0	0	1	0	1	4	0	2	0	2	1	4	6	4	0	1	0	1	1	0	0	0	2	1	0	0	0	0	1	1	
1	1	0	1	1	1	1	2	0	0	1	8	0	0	0	0	0	1	0	0	3	1	1	2	2	5	27	151	6	8	0	2	0	3	3	5	0	1	0	0	0	0	0	0	0	0	0	9	7	22	6	9	6	8	1	21	7	6	5	0	2	0	1	1	1	3	5	2	2	7	0	0	1	0	2	4	0	1	0	1	0	1	0	0	3	1	0	0	0	1	1	4	0	0	0	0	0	1	1	0	1	0	3	0	1	4	5	1	0	0	0	0	0	1	6	0	1	0	3	3	1	0	0	1	0	1	0	0	1	1	0	4	2	0	2	0	2	0	0	1	0	0	1	3	3	0	0	1	4	3	3	1	1	0	0	0	3	0	1	0	3	5	2	0	0	0	0	0	2	2	2	1	1	0	1	0	2	1	0	1	2	1	0	8	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	
0	0	1	1	0	1	0	0	0	3	0	3	2	0	0	0	0	0	0	1	0	1	0	0	9	10	7	6	229	12	2	2	3	4	7	5	0	1	0	0	0	0	1	0	0	0	0	1	4	11	4	1	12	10	7	10	8	6	3	0	0	1	0	1	0	1	2	0	0	0	0	1	0	0	4	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	7	0	0	0	0	1	0	2	1	1	0	0	1	0	2	1	1	4	0	0	5	1	0	8	1	0	0	1	0	2	1	1	2	0	0	0	0	0	2	0	2	0	0	0	0	5	0	0	1	0	0	2	5	1	0	1	1	2	2	1	1	0	0	0	0	0	0	2	0	0	2	2	1	1	1	0	0	0	4	0	2	0	0	0	2	1	0	1	0	0	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	
0	0	0	0	0	0	5	0	0	1	0	11	2	1	1	1	0	2	2	1	5	4	3	2	5	6	13	19	5	111	3	7	2	1	7	9	0	0	0	0	0	1	1	0	0	0	1	2	2	10	8	6	3	12	4	24	14	12	0	0	1	2	0	1	0	6	0	0	1	1	0	0	0	0	1	0	1	7	0	2	2	2	1	0	3	7	1	0	0	2	4	7	0	0	0	0	3	0	1	1	1	0	3	0	0	7	0	1	1	0	0	1	2	1	8	0	0	0	1	8	2	0	0	3	0	0	0	0	1	4	0	6	0	0	4	0	3	1	0	1	0	0	0	4	1	0	0	0	2	1	1	0	2	0	1	1	2	0	1	0	0	7	2	0	0	0	0	0	0	1	2	4	0	0	1	0	1	0	0	1	5	2	1	3	0	2	0	0	0	0	0	0	0	0	0	3	2	0	1	1	
0	0	0	5	1	7	4	2	0	3	3	0	5	0	0	0	1	1	0	2	1	0	0	0	2	6	1	1	7	1	195	17	16	5	6	1	0	2	0	2	0	1	0	0	0	0	4	4	2	5	2	6	2	6	2	5	15	3	4	0	3	1	2	0	1	0	0	2	0	3	0	0	0	0	0	0	2	1	2	1	0	1	1	1	0	5	0	0	1	2	2	8	0	2	0	0	1	1	3	1	0	0	5	1	1	2	0	0	3	1	0	0	0	2	2	0	0	0	0	5	0	0	1	0	0	2	1	0	0	0	0	1	0	0	1	0	6	0	0	0	2	1	1	1	4	1	0	1	0	2	0	1	0	0	0	0	2	1	0	0	0	2	2	0	3	0	0	0	1	7	0	2	0	0	1	1	3	0	0	4	1	2	0	6	0	1	1	0	0	0	1	1	2	1	0	1	1	0	0	0	
1	0	0	0	1	3	2	1	3	4	4	1	0	2	1	0	0	1	0	2	1	0	1	4	2	9	9	2	1	5	7	268	0	2	10	2	2	2	1	0	0	1	0	1	0	1	2	16	4	0	0	1	0	2	2	2	13	2	7	0	0	0	1	0	0	0	0	3	0	1	0	1	0	1	0	0	1	2	1	2	0	0	1	1	0	0	1	0	1	1	1	9	0	1	0	0	1	1	2	0	0	0	3	0	0	3	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	1	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	5	0	1	3	5	0	1	0	0	0	1	2	0	3	0	1	3	2	0	0	0	
0	0	2	3	0	6	5	1	0	1	0	0	6	0	2	2	0	1	0	1	1	2	1	0	3	8	4	1	11	1	79	12	157	5	6	0	0	0	0	1	0	0	0	0	0	0	1	1	4	2	0	6	2	9	4	6	9	1	1	0	1	3	0	1	1	1	0	2	1	0	0	3	1	0	0	0	1	2	2	2	0	0	2	1	0	6	0	1	0	2	3	8	0	1	0	1	2	0	2	0	2	0	1	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	2	0	6	3	1	0	1	3	4	0	2	0	0	1	0	8	1	2	0	0	1	0	1	0	3	0	0	2	1	0	1	2	0	2	1	2	1	1	0	1	1	0	2	0	0	2	1	1	1	3	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
0	0	0	3	2	8	1	1	3	0	1	6	7	1	0	1	2	1	0	1	5	0	0	1	4	3	7	8	3	3	4	10	3	116	44	6	1	0	1	1	0	0	1	0	0	0	3	0	8	17	0	16	6	11	11	9	28	9	9	0	0	1	0	0	1	0	1	2	0	2	0	1	0	0	0	0	1	0	1	1	1	1	0	0	3	0	0	0	0	1	0	21	0	1	0	0	2	0	4	0	0	0	2	2	0	2	0	0	3	1	0	2	0	0	1	0	0	0	1	2	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	2	4	0	0	2	5	1	1	1	0	1	1	1	0	3	0	1	0	0	1	1	0	0	0	1	2	3	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	1	
